№,Code,Brow.,Chart,Applᵈ,Goog,Twtr.,One,FB,FBM,Sams.,Wind.,GMail,SB,DCM,KDDI,Name,Date,Keywords
1141,U+270A U+1F3FD,✊🏽,—,,,,,,,,,—,—,—,—,raised fist: medium skin tone,2015,clenched | fist | hand | medium skin tone | punch
1142,U+270A U+1F3FE,✊🏾,—,,,,,,,,,—,—,—,—,raised fist: medium-dark skin tone,2015,clenched | fist | hand | medium-dark skin tone | punch
1143,U+270A U+1F3FF,✊🏿,—,,,,,,,,,—,—,—,—,raised fist: dark skin tone,2015,clenched | dark skin tone | fist | hand | punch
1144,U+1F44A,👊,,,,,,,,,,,,,,oncoming fist,2010,clenched | fist | hand | punch
1145,U+1F44A U+1F3FB,👊🏻,—,,,,,,,,,—,—,—,—,oncoming fist: light skin tone,2015,clenched | fist | hand | light skin tone | punch
1146,U+1F44A U+1F3FC,👊🏼,—,,,,,,,,,—,—,—,—,oncoming fist: medium-light skin tone,2015,clenched | fist | hand | medium-light skin tone | punch
1147,U+1F44A U+1F3FD,👊🏽,—,,,,,,,,,—,—,—,—,oncoming fist: medium skin tone,2015,clenched | fist | hand | medium skin tone | punch
1148,U+1F44A U+1F3FE,👊🏾,—,,,,,,,,,—,—,—,—,oncoming fist: medium-dark skin tone,2015,clenched | fist | hand | medium-dark skin tone | punch
1149,U+1F44A U+1F3FF,👊🏿,—,,,,,,,,,—,—,—,—,oncoming fist: dark skin tone,2015,clenched | dark skin tone | fist | hand | punch
1150,U+1F91B,🤛,,,,,,—,—,,,—,—,—,—,left-facing fist,2016,fist | leftwards
1151,U+1F91B U+1F3FB,🤛🏻,—,,,,,—,—,,,—,—,—,—,left-facing fist: light skin tone,2016,fist | leftwards | light skin tone
1152,U+1F91B U+1F3FC,🤛🏼,—,,,,,—,—,,,—,—,—,—,left-facing fist: medium-light skin tone,2016,fist | leftwards | medium-light skin tone
1153,U+1F91B U+1F3FD,🤛🏽,—,,,,,—,—,,,—,—,—,—,left-facing fist: medium skin tone,2016,fist | leftwards | medium skin tone
1154,U+1F91B U+1F3FE,🤛🏾,—,,,,,—,—,,,—,—,—,—,left-facing fist: medium-dark skin tone,2016,fist | leftwards | medium-dark skin tone
1155,U+1F91B U+1F3FF,🤛🏿,—,,,,,—,—,,,—,—,—,—,left-facing fist: dark skin tone,2016,dark skin tone | fist | leftwards
1156,U+1F91C,🤜,,,,,,—,—,,,—,—,—,—,right-facing fist,2016,fist | rightwards
1157,U+1F91C U+1F3FB,🤜🏻,—,,,,,—,—,,,—,—,—,—,right-facing fist: light skin tone,2016,fist | light skin tone | rightwards
1158,U+1F91C U+1F3FC,🤜🏼,—,,,,,—,—,,,—,—,—,—,right-facing fist: medium-light skin tone,2016,fist | medium-light skin tone | rightwards
1159,U+1F91C U+1F3FD,🤜🏽,—,,,,,—,—,,,—,—,—,—,right-facing fist: medium skin tone,2016,fist | medium skin tone | rightwards
1160,U+1F91C U+1F3FE,🤜🏾,—,,,,,—,—,,,—,—,—,—,right-facing fist: medium-dark skin tone,2016,fist | medium-dark skin tone | rightwards
1161,U+1F91C U+1F3FF,🤜🏿,—,,,,,—,—,,,—,—,—,—,right-facing fist: dark skin tone,2016,dark skin tone | fist | rightwards
1162,U+1F91A,🤚,,,,,,—,—,,,—,—,—,—,raised back of hand,2016,backhand | raised
1163,U+1F91A U+1F3FB,🤚🏻,—,,,,,—,—,,,—,—,—,—,raised back of hand: light skin tone,2016,backhand | light skin tone | raised
1164,U+1F91A U+1F3FC,🤚🏼,—,,,,,—,—,,,—,—,—,—,raised back of hand: medium-light skin tone,2016,backhand | medium-light skin tone | raised
1165,U+1F91A U+1F3FD,🤚🏽,—,,,,,—,—,,,—,—,—,—,raised back of hand: medium skin tone,2016,backhand | medium skin tone | raised
1166,U+1F91A U+1F3FE,🤚🏾,—,,,,,—,—,,,—,—,—,—,raised back of hand: medium-dark skin tone,2016,backhand | medium-dark skin tone | raised
1167,U+1F91A U+1F3FF,🤚🏿,—,,,,,—,—,,,—,—,—,—,raised back of hand: dark skin tone,2016,backhand | dark skin tone | raised
1168,U+1F44B,👋,,,,,,,,,,,,—,,waving hand,2010,hand | wave | waving
1169,U+1F44B U+1F3FB,👋🏻,—,,,,,,,,,—,—,—,—,waving hand: light skin tone,2015,hand | light skin tone | wave | waving
1170,U+1F44B U+1F3FC,👋🏼,—,,,,,,,,,—,—,—,—,waving hand: medium-light skin tone,2015,hand | medium-light skin tone | wave | waving
1171,U+1F44B U+1F3FD,👋🏽,—,,,,,,,,,—,—,—,—,waving hand: medium skin tone,2015,hand | medium skin tone | wave | waving
1172,U+1F44B U+1F3FE,👋🏾,—,,,,,,,,,—,—,—,—,waving hand: medium-dark skin tone,2015,hand | medium-dark skin tone | wave | waving
1173,U+1F44B U+1F3FF,👋🏿,—,,,,,,,,,—,—,—,—,waving hand: dark skin tone,2015,dark skin tone | hand | wave | waving
1174,U+1F44F,👏,,,,,,,,,,,,—,,clapping hands,2010,clap | hand
1175,U+1F44F U+1F3FB,👏🏻,—,,,,,,,,,—,—,—,—,clapping hands: light skin tone,2015,clap | hand | light skin tone
1176,U+1F44F U+1F3FC,👏🏼,—,,,,,,,,,—,—,—,—,clapping hands: medium-light skin tone,2015,clap | hand | medium-light skin tone
1177,U+1F44F U+1F3FD,👏🏽,—,,,,,,,,,—,—,—,—,clapping hands: medium skin tone,2015,clap | hand | medium skin tone
1178,U+1F44F U+1F3FE,👏🏾,—,,,,,,,,,—,—,—,—,clapping hands: medium-dark skin tone,2015,clap | hand | medium-dark skin tone
1179,U+1F44F U+1F3FF,👏🏿,—,,,,,,,,,—,—,—,—,clapping hands: dark skin tone,2015,clap | dark skin tone | hand
1180,U+270D,✍,,,,,,,—,,,—,—,—,—,writing hand,1995ᶻ,hand | write
1181,U+270D U+1F3FB,✍🏻,—,,,,,,—,,,—,—,—,—,writing hand: light skin tone,2015,hand | light skin tone | write
1182,U+270D U+1F3FC,✍🏼,—,,,,,,—,,,—,—,—,—,writing hand: medium-light skin tone,2015,hand | medium-light skin tone | write
1183,U+270D U+1F3FD,✍🏽,—,,,,,,—,,,—,—,—,—,writing hand: medium skin tone,2015,hand | medium skin tone | write
1184,U+270D U+1F3FE,✍🏾,—,,,,,,—,,,—,—,—,—,writing hand: medium-dark skin tone,2015,hand | medium-dark skin tone | write
1185,U+270D U+1F3FF,✍🏿,—,,,,,,—,,,—,—,—,—,writing hand: dark skin tone,2015,dark skin tone | hand | write
1186,U+1F450,👐,,,,,,,,,,,,—,—,open hands,2010,hand | open
1187,U+1F450 U+1F3FB,👐🏻,—,,,,,,,,,—,—,—,—,open hands: light skin tone,2015,hand | light skin tone | open
1188,U+1F450 U+1F3FC,👐🏼,—,,,,,,,,,—,—,—,—,open hands: medium-light skin tone,2015,hand | medium-light skin tone | open
1189,U+1F450 U+1F3FD,👐🏽,—,,,,,,,,,—,—,—,—,open hands: medium skin tone,2015,hand | medium skin tone | open
1190,U+1F450 U+1F3FE,👐🏾,—,,,,,,,,,—,—,—,—,open hands: medium-dark skin tone,2015,hand | medium-dark skin tone | open
1191,U+1F450 U+1F3FF,👐🏿,—,,,,,,,,,—,—,—,—,open hands: dark skin tone,2015,dark skin tone | hand | open
1192,U+1F64C,🙌,,,,,,,,,,,,—,,raising hands,2010,celebration | gesture | hand | hooray | raised
1193,U+1F64C U+1F3FB,🙌🏻,—,,,,,,,,,—,—,—,—,raising hands: light skin tone,2015,celebration | gesture | hand | hooray | light skin tone | raised
1194,U+1F64C U+1F3FC,🙌🏼,—,,,,,,,,,—,—,—,—,raising hands: medium-light skin tone,2015,celebration | gesture | hand | hooray | medium-light skin tone | raised
1195,U+1F64C U+1F3FD,🙌🏽,—,,,,,,,,,—,—,—,—,raising hands: medium skin tone,2015,celebration | gesture | hand | hooray | medium skin tone | raised
1196,U+1F64C U+1F3FE,🙌🏾,—,,,,,,,,,—,—,—,—,raising hands: medium-dark skin tone,2015,celebration | gesture | hand | hooray | medium-dark skin tone | raised
1197,U+1F64C U+1F3FF,🙌🏿,—,,,,,,,,,—,—,—,—,raising hands: dark skin tone,2015,celebration | dark skin tone | gesture | hand | hooray | raised
1198,U+1F64F,🙏,,,,,,,,,,,,—,,folded hands,2010,ask | bow | folded | gesture | hand | please | pray | thanks
1199,U+1F64F U+1F3FB,🙏🏻,—,,,,,,,,,—,—,—,—,folded hands: light skin tone,2015,ask | bow | folded | gesture | hand | light skin tone | please | pray | thanks
1200,U+1F64F U+1F3FC,🙏🏼,—,,,,,,,,,—,—,—,—,folded hands: medium-light skin tone,2015,ask | bow | folded | gesture | hand | medium-light skin tone | please | pray | thanks
1201,U+1F64F U+1F3FD,🙏🏽,—,,,,,,,,,—,—,—,—,folded hands: medium skin tone,2015,ask | bow | folded | gesture | hand | medium skin tone | please | pray | thanks
1202,U+1F64F U+1F3FE,🙏🏾,—,,,,,,,,,—,—,—,—,folded hands: medium-dark skin tone,2015,ask | bow | folded | gesture | hand | medium-dark skin tone | please | pray | thanks
1203,U+1F64F U+1F3FF,🙏🏿,—,,,,,,,,,—,—,—,—,folded hands: dark skin tone,2015,ask | bow | dark skin tone | folded | gesture | hand | please | pray | thanks
1204,U+1F91D,🤝,,,,,,—,—,,,—,—,—,—,handshake,2016,agreement | hand | handshake | meeting | shake
1205,U+1F485,💅,,,,,,,,,,,,—,,nail polish,2010,care | cosmetics | manicure | nail | polish
1206,U+1F485 U+1F3FB,💅🏻,—,,,,,,,,,—,—,—,—,nail polish: light skin tone,2015,care | cosmetics | light skin tone | manicure | nail | polish
1207,U+1F485 U+1F3FC,💅🏼,—,,,,,,,,,—,—,—,—,nail polish: medium-light skin tone,2015,care | cosmetics | manicure | medium-light skin tone | nail | polish
1208,U+1F485 U+1F3FD,💅🏽,—,,,,,,,,,—,—,—,—,nail polish: medium skin tone,2015,care | cosmetics | manicure | medium skin tone | nail | polish
1209,U+1F485 U+1F3FE,💅🏾,—,,,,,,,,,—,—,—,—,nail polish: medium-dark skin tone,2015,care | cosmetics | manicure | medium-dark skin tone | nail | polish
1210,U+1F485 U+1F3FF,💅🏿,—,,,,,,,,,—,—,—,—,nail polish: dark skin tone,2015,care | cosmetics | dark skin tone | manicure | nail | polish
1211,U+1F442,👂,,,,,,,,,,,,,,ear,2010,body
1212,U+1F442 U+1F3FB,👂🏻,—,,,,,,,,,—,—,—,—,ear: light skin tone,2015,body | light skin tone
1213,U+1F442 U+1F3FC,👂🏼,—,,,,,,,,,—,—,—,—,ear: medium-light skin tone,2015,body | medium-light skin tone
1214,U+1F442 U+1F3FD,👂🏽,—,,,,,,,,,—,—,—,—,ear: medium skin tone,2015,body | medium skin tone
1215,U+1F442 U+1F3FE,👂🏾,—,,,,,,,,,—,—,—,—,ear: medium-dark skin tone,2015,body | medium-dark skin tone
1216,U+1F442 U+1F3FF,👂🏿,—,,,,,,,,,—,—,—,—,ear: dark skin tone,2015,body | dark skin tone
1217,U+1F443,👃,,,,,,,,,,,,—,,nose,2010,body
1218,U+1F443 U+1F3FB,👃🏻,—,,,,,,,,,—,—,—,—,nose: light skin tone,2015,body | light skin tone
1219,U+1F443 U+1F3FC,👃🏼,—,,,,,,,,,—,—,—,—,nose: medium-light skin tone,2015,body | medium-light skin tone
1220,U+1F443 U+1F3FD,👃🏽,—,,,,,,,,,—,—,—,—,nose: medium skin tone,2015,body | medium skin tone
1221,U+1F443 U+1F3FE,👃🏾,—,,,,,,,,,—,—,—,—,nose: medium-dark skin tone,2015,body | medium-dark skin tone
1222,U+1F443 U+1F3FF,👃🏿,—,,,,,,,,,—,—,—,—,nose: dark skin tone,2015,body | dark skin tone
1223,U+1F463,👣,,,,,,,,,,,,,,footprints,2010,clothing | footprint | print
1224,U+1F440,👀,,,,,,,,,,,,,,eyes,2010,eye | face
1225,U+1F441,👁,,,,,,—,—,,,—,—,—,—,eye,2014,body
1226,U+1F441 U+FE0F U+200D U+1F5E8 U+FE0F,👁️‍🗨️,—,,,,,—,—,—,,—,—,—,—,eye in speech bubble,2014,eye | speech bubble | witness
1227,U+1F445,👅,,,,,,,,,,,—,—,,tongue,2010,body
1228,U+1F444,👄,,,,,,,,,,,,—,,mouth,2010,lips
1229,U+1F48B,💋,,,,,,,,,,,,,,kiss mark,2010,kiss | lips
1230,U+1F498,💘,,,,,,,,,,,,—,,heart with arrow,2010,arrow | cupid
1231,U+2764,❤,,,,,,,,,,,,,,red heart,1995ᶻ,heart
1232,U+1F493,💓,,,,,,,,,,,,,,beating heart,2010,beating | heartbeat | pulsating
1233,U+1F494,💔,,,,,,,,,,,,,,broken heart,2010,break | broken
1234,U+1F495,💕,,,,,,,,,,,—,,,two hearts,2010,love
1235,U+1F496,💖,,,,,,,,,,,—,—,,sparkling heart,2010,excited | sparkle
1236,U+1F497,💗,,,,,,,,,,,,—,—,growing heart,2010,excited | growing | nervous | pulse
1237,U+1F499,💙,,,,,,,,,,,,—,,blue heart,2010,blue
1238,U+1F49A,💚,,,,,,,,,,,,—,,green heart,2010,green
1239,U+1F49B,💛,,,,,,,,,,,,—,,yellow heart,2010,yellow
1240,U+1F49C,💜,,,,,,,,,,,,—,,purple heart,2010,purple
1241,U+1F5A4,🖤,,,,,,,—,,,—,—,—,—,black heart,2016,black | evil | wicked
1242,U+1F49D,💝,,,,,,,,,,,,—,,heart with ribbon,2010,ribbon | valentine
1243,U+1F49E,💞,,,,,,,,,,,—,—,,revolving hearts,2010,revolving
1244,U+1F49F,💟,,,,,,,,,,,,—,—,heart decoration,2010,heart
1245,U+2763,❣,,,,,,,—,,,—,—,—,—,heavy heart exclamation,1995ᶻ,exclamation | mark | punctuation
1246,U+1F48C,💌,,,,,,,,,,,—,,,love letter,2010,heart | letter | love | mail
1247,U+1F4A4,💤,,,,,,,,,,,,,,zzz,2010,comic | sleep
1248,U+1F4A2,💢,,,,,,,,,,,,,,anger symbol,2010,angry | comic | mad
1249,U+1F4A3,💣,,,,,,,,,,,,,,bomb,2010,comic
1250,U+1F4A5,💥,,,,,,,,,,,—,,,collision,2010,boom | comic
1251,U+1F4A6,💦,,,,,,,,,,,,,,sweat droplets,2010,comic | splashing | sweat
1252,U+1F4A8,💨,,,,,,,,,,,,,,dashing away,2010,comic | dash | running
1253,U+1F4AB,💫,,,,,,,,,,,—,—,,dizzy,2010,comic | star
1254,U+1F4AC,💬,,,,,,,,,,,—,—,,speech balloon,2010,balloon | bubble | comic | dialog | speech
1255,U+1F5E8,🗨,,,,,,,—,,,—,—,—,—,left speech bubble,2014,dialog | speech
1256,U+1F5EF,🗯,,,,,,—,—,,,—,—,—,—,right anger bubble,2014,angry | balloon | bubble | mad
1257,U+1F4AD,💭,,,,,,,,,,—,—,—,—,thought balloon,2010,balloon | bubble | comic | thought
1258,U+1F573,🕳,,,,,,,—,,,—,—,—,—,hole,2014,hole
1259,U+1F453,👓,,,,,,,,,,,—,,,glasses,2010,clothing | eye | eyeglasses | eyewear
1260,U+1F576,🕶,,,,,,,—,,,—,—,—,—,sunglasses,2014,dark | eye | eyewear | glasses
1261,U+1F454,👔,,,,,,,,,,,,—,,necktie,2010,clothing
1262,U+1F455,👕,,,,,,,,,,,,,,t-shirt,2010,clothing | shirt | tshirt
1263,U+1F456,👖,,,,,,—,,,,,—,,,jeans,2010,clothing | pants | trousers
1264,U+1F457,👗,,,,,,,,,,,,—,,dress,2010,clothing
1265,U+1F458,👘,,,,,,,,,,,,—,,kimono,2010,clothing
1266,U+1F459,👙,,,,,,,,,,,,—,,bikini,2010,clothing | swim
1267,U+1F45A,👚,,,,,,—,,,,,—,—,,woman’s clothes,2010,clothing | woman
1268,U+1F45B,👛,,,,,,—,,,,,—,,,purse,2010,clothing | coin
1269,U+1F45C,👜,,,,,,,,,,,,,,handbag,2010,bag | clothing | purse
1270,U+1F45D,👝,,,,,,—,,,,,—,,—,clutch bag,2010,bag | clothing | pouch
1271,U+1F6CD,🛍,,,,,,,—,,,—,—,—,—,shopping bags,2014,bag | hotel | shopping
1272,U+1F392,🎒,,,,,,,,,,,,—,,school backpack,2010,bag | satchel | school
1273,U+1F45E,👞,,,,,,—,,,,,—,—,,man’s shoe,2010,clothing | man | shoe
1274,U+1F45F,👟,,,,,,,,,,,,,,running shoe,2010,athletic | clothing | shoe | sneaker
1275,U+1F460,👠,,,,,,,,,,,,,,high-heeled shoe,2010,clothing | heel | shoe | woman
1276,U+1F461,👡,,,,,,,,,,,,—,—,woman’s sandal,2010,clothing | sandal | shoe | woman
1277,U+1F462,👢,,,,,,,,,,,,—,,woman’s boot,2010,boot | clothing | shoe | woman
1278,U+1F451,👑,,,,,,,,,,,,,,crown,2010,clothing | king | queen
1279,U+1F452,👒,,,,,,,,,,,,—,,woman’s hat,2010,clothing | hat | woman
1280,U+1F3A9,🎩,,,,,,,,,,,,,,top hat,2010,clothing | hat | top | tophat
1281,U+1F393,🎓,,,,,,,,,,,,—,,graduation cap,2010,cap | celebration | clothing | graduation | hat
1282,U+26D1,⛑,,,,,,—,—,,,—,—,—,—,rescue worker’s helmet,2009,aid | cross | face | hat | helmet
1283,U+1F4FF,📿,,,,,,,—,,,—,—,—,—,prayer beads,2015,beads | clothing | necklace | prayer | religion
1284,U+1F484,💄,,,,,,,,,,,,,,lipstick,2010,cosmetics | makeup
1285,U+1F48D,💍,,,,,,,,,,,,,,ring,2010,diamond
1286,U+1F48E,💎,,,,,,,,,,,,—,—,gem stone,2010,diamond | gem | jewel
1287,U+1F435,🐵,,,,,,,,,,,,—,,monkey face,2010,face | monkey
1288,U+1F412,🐒,,,,,,,,,,,,—,—,monkey,2010,monkey
1289,U+1F98D,🦍,,,,,,,—,,,—,—,—,—,gorilla,2016,gorilla
1290,U+1F436,🐶,,,,,,,,,,,,,,dog face,2010,dog | face | pet
1291,U+1F415,🐕,,,,,,—,,,,—,—,—,—,dog,2010,pet
1292,U+1F429,🐩,,,,,,,,,,,—,—,,poodle,2010,dog
1293,U+1F43A,🐺,,,,,,,,,,,,—,—,wolf face,2010,face | wolf
1294,U+1F98A,🦊,,,,,,,—,,,—,—,—,—,fox face,2016,face | fox
1295,U+1F431,🐱,,,,,,,,,,,,,,cat face,2010,cat | face | pet
1296,U+1F408,🐈,,,,,,,,,,—,—,—,—,cat,2010,pet
1297,U+1F981,🦁,,,,,,,—,,,—,—,—,—,lion face,2015,face | Leo | lion | zodiac
1298,U+1F42F,🐯,,,,,,,,,,,,—,,tiger face,2010,face | tiger
1299,U+1F405,🐅,,,,,,—,,,,—,—,—,—,tiger,2010,tiger
1300,U+1F406,🐆,,,,,,,,,,—,—,—,—,leopard,2010,leopard
1301,U+1F434,🐴,,,,,,,,,,,,,,horse face,2010,face | horse
1302,U+1F40E,🐎,,,,,,,,,,,,—,—,horse,2010,equestrian | racehorse | racing
1303,U+1F98C,🦌,,,,,,,—,,,—,—,—,—,deer,2016,deer
1304,U+1F984,🦄,,,,,,,—,,,—,—,—,—,unicorn face,2015,face | unicorn
1305,U+1F42E,🐮,,,,,,,,,,,,—,,cow face,2010,cow | face
1306,U+1F402,🐂,,,,,,,,,,—,—,—,—,ox,2010,bull | Taurus | zodiac
1307,U+1F403,🐃,,,,,,—,,,,—,—,—,—,water buffalo,2010,buffalo | water
1308,U+1F404,🐄,,,,,,,,,,—,—,—,—,cow,2010,cow
1309,U+1F437,🐷,,,,,,,,,,,,,,pig face,2010,face | pig
1310,U+1F416,🐖,,,,,,,,,,—,—,—,—,pig,2010,sow
1311,U+1F417,🐗,,,,,,,,,,,,—,,boar,2010,pig
1312,U+1F43D,🐽,,,,,,,,,,,—,—,,pig nose,2010,face | nose | pig
1313,U+1F40F,🐏,,,,,,,,,,—,—,—,—,ram,2010,Aries | sheep | zodiac
1314,U+1F411,🐑,,,,,,,,,,,,—,—,sheep,2010,ewe
1315,U+1F410,🐐,,,,,,,,,,—,—,—,—,goat,2010,Capricorn | zodiac
1316,U+1F42A,🐪,,,,,,—,,,,—,—,—,—,camel,2010,dromedary | hump
1317,U+1F42B,🐫,,,,,,,,,,,,—,,two-hump camel,2010,bactrian | camel | hump
1318,U+1F418,🐘,,,,,,,,,,,,—,,elephant,2010,elephant
1319,U+1F98F,🦏,,,,,,,—,,,—,—,—,—,rhinoceros,2016,rhinoceros
1320,U+1F42D,🐭,,,,,,,,,,,,—,,mouse face,2010,face | mouse
1321,U+1F401,🐁,,,,,,,,,,—,—,—,—,mouse,2010,mouse
1322,U+1F400,🐀,,,,,,,,,,—,—,—,—,rat,2010,rat
1323,U+1F439,🐹,,,,,,,,,,,,—,—,hamster face,2010,face | hamster | pet
1324,U+1F430,🐰,,,,,,,,,,,,—,,rabbit face,2010,bunny | face | pet | rabbit
1325,U+1F407,🐇,,,,,,,,,,—,—,—,—,rabbit,2010,bunny | pet
1326,U+1F43F,🐿,,,,,,,—,,,—,—,—,—,chipmunk,2014,chipmunk
1327,U+1F987,🦇,,,,,,,—,,,—,—,—,—,bat,2016,bat | vampire
1328,U+1F43B,🐻,,,,,,,,,,,,—,,bear face,2010,bear | face
1329,U+1F428,🐨,,,,,,,,,,,,—,,koala,2010,bear
1330,U+1F43C,🐼,,,,,,,,,,,—,—,,panda face,2010,face | panda
1331,U+1F43E,🐾,,,,,,,,,,,—,—,,paw prints,2010,feet | paw | print
1332,U+1F983,🦃,,,,,,—,—,,,—,—,—,—,turkey,2015,turkey
1333,U+1F414,🐔,,,,,,,,,,,,—,,chicken,2010,chicken
1334,U+1F413,🐓,,,,,,,,,,—,—,—,—,rooster,2010,rooster
1335,U+1F423,🐣,,,,,,—,,,,,—,—,,hatching chick,2010,baby | chick | hatching
1336,U+1F424,🐤,,,,,,,,,,,,,,baby chick,2010,baby | chick
1337,U+1F425,🐥,,,,,,,,,,,—,—,,front-facing baby chick,2010,baby | chick
1338,U+1F426,🐦,,,,,,,,,,,,—,—,bird,2010,bird
1339,U+1F427,🐧,,,,,,,,,,,,,,penguin,2010,penguin
1340,U+1F54A,🕊,,,,,,,—,,,—,—,—,—,dove,2014,bird | fly | peace
